Date,FDV,Revenue,TVL,Volume,Protocol,Type
2021-04-13,6351042879.64,490890.37,5929483026.08,1006905827.96,AAVE,Lending
2021-04-14,6385255620.7,465101.89,6078378313.94,808023259.52,AAVE,Lending
2021-04-15,6854237444.94,529676.9,6961862832.18,895927411.77,AAVE,Lending
2021-04-16,7483753872.48,974560.98,7040764625.89,1313799511.39,AAVE,Lending
2021-04-17,7064013984.71,908725.72,6924413259.97,879592098.23,AAVE,Lending
2021-04-18,6852002311.82,788844.23,6644311843.92,518482237.48,AAVE,Lending
2021-04-19,6105232634.94,741750.16,6327567743.67,1220101193.01,AAVE,Lending
2021-04-20,5519616537.16,667901.77,5901333733.23,627432089.61,AAVE,Lending
2021-04-21,5751153833.5,590014.68,6276321497.13,699650530.43,AAVE,Lending
2021-04-22,5649570073.76,558416.49,6368052078.15,576648981.46,AAVE,Lending
2021-04-23,5836781515.85,761413.23,6318887850.48,1003521600.34,AAVE,Lending
2021-04-24,5499153715.57,517682.86,6075573112.16,939862848.42,AAVE,Lending
2021-04-25,5063007130.93,481103.08,5750558196.67,408017101.24,AAVE,Lending
2021-04-26,5549826246.23,544947.71,6023614345.31,466245644.44,AAVE,Lending
2021-04-27,6467554140.16,524998.58,7429256400.67,893605406.02,AAVE,Lending
2021-04-28,6997880521.6,660539.24,8550000851.11,938515658.15,AAVE,Lending
2021-04-29,7383648033.47,730844.41,9081935576.02,1246387021.0,AAVE,Lending
2021-04-30,7014931693.56,818342.18,9329841661.31,706623193.22,AAVE,Lending
2021-05-01,7105237247.85,924244.67,9973748135.93,650161399.83,AAVE,Lending
2021-05-02,8048404990.19,1110042.53,10615942319.93,1016885593.14,AAVE,Lending
2021-05-03,7733401297.69,906701.2,10665200473.22,652922721.02,AAVE,Lending
2021-05-04,8258063324.28,1774043.87,12199637325.77,922982124.26,AAVE,Lending
2021-05-05,7178374804.03,1385730.54,11623914870.36,1040302297.59,AAVE,Lending
2021-05-06,7693822631.18,1311088.11,11659451326.34,708893368.31,AAVE,Lending
2021-05-07,7224414140.57,1637263.02,12172865594.33,639400171.22,AAVE,Lending
2021-05-08,7126660496.95,1778968.75,12172229352.03,542815813.84,AAVE,Lending
2021-05-09,7446967096.34,1756366.16,12426954245.11,500347108.78,AAVE,Lending
2021-05-10,7343256688.23,1349622.81,12621127223.09,446956354.56,AAVE,Lending
2021-05-11,6954431710.76,1781830.99,12271021497.06,653486444.57,AAVE,Lending
2021-05-12,7343209838.03,1803923.43,12962046514.19,575528213.95,AAVE,Lending
2021-05-13,8277725109.41,2253597.99,12239085475.53,2866732120.33,AAVE,Lending
2021-05-14,8184515017.77,1695855.06,14680600567.32,2801271433.67,AAVE,Lending
2021-05-15,9532209793.19,1939615.35,13327001909.68,1579323557.9,AAVE,Lending
2021-05-16,8234440275.86,1756869.85,13542137625.21,1220439281.85,AAVE,Lending
2021-05-17,8429921844.21,1432656.93,13493207336.55,1070532186.04,AAVE,Lending
2021-05-18,9172860360.38,1272551.53,14409001134.08,1941406857.26,AAVE,Lending
2021-05-19,10100208193.85,1599740.13,11413888775.34,2316177037.21,AAVE,Lending
2021-05-20,6719164631.84,1463978.03,12345893643.04,2628252222.26,AAVE,Lending
2021-05-21,7460253198.39,1522802.96,10361976228.82,1623069914.52,AAVE,Lending
2021-05-22,5862490388.26,1176531.97,10506610171.62,1312058781.46,AAVE,Lending
2021-05-23,5363858325.13,962853.08,9174270162.25,951667121.07,AAVE,Lending
2021-05-24,4744710753.7,822692.05,11478647279.06,1250994610.24,AAVE,Lending
2021-05-25,6155968346.8,863868.9,11559549235.36,1246423919.11,AAVE,Lending
2021-05-26,5963803352.58,919826.49,12555220786.45,864754459.26,AAVE,Lending
2021-05-27,6621005917.57,949613.84,12511316781.37,856626378.57,AAVE,Lending
2021-05-28,5971672323.24,975443.87,11301088913.08,640942758.08,AAVE,Lending
2021-05-29,5131001233.54,919201.58,11619370020.28,692198267.9,AAVE,Lending
2021-05-30,4776080487.86,835525.77,12324661132.12,458976935.07,AAVE,Lending
2021-05-31,5195928187.43,832007.8,13765868292.95,408591240.41,AAVE,Lending
2021-06-01,6131663028.09,1002320.44,13703917128.74,709716038.51,AAVE,Lending
2021-06-02,5973684973.03,972996.15,14077726126.77,595985397.4,AAVE,Lending
2021-06-03,6182537068.97,997944.97,14348003927.56,415806987.87,AAVE,Lending
2021-06-04,6372930319.99,1073444.85,13513099517.66,370689136.87,AAVE,Lending
2021-06-05,5997041957.98,1120992.09,13154266982.59,439481595.72,AAVE,Lending
2021-06-06,5693581726.25,1144550.94,13477030469.64,349595910.38,AAVE,Lending
2021-06-07,5842519153.42,1060312.83,12831979876.47,206243089.89,AAVE,Lending
2021-06-08,5328688204.7,1104317.56,12711484745.8,350368339.56,AAVE,Lending
2021-06-09,5295911581.61,998137.86,13341746367.38,406112533.08,AAVE,Lending
2021-06-10,5410489727.85,1069396.88,12906669781.38,372428451.74,AAVE,Lending
2021-06-11,4994854089.25,1105047.1,12196879685.89,236015827.92,AAVE,Lending
2021-06-12,4559324069.82,1006833.17,12255322769.41,242989723.84,AAVE,Lending
2021-06-13,4467224170.56,953792.09,13036872076.4,253534717.36,AAVE,Lending
2021-06-14,5078349540.06,963277.73,13207725861.3,336698132.62,AAVE,Lending
